C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,increasing_id
37659,Customer#000037659,yHEsj1RE996gBb6Kt8FfuZRk1I,24,34-873-973-9662,9978.61,MACHINERY,"pinto beans affix furiously against the unusual, express deposits. ironic, express",37658
37660,Customer#000037660,vJE05 iFdJt7Ls5 oOv1qiOJ6n,4,14-162-492-5962,2665.42,FURNITURE,sleep slyly. frays wake slyly slyly unusual packages. blithely even accounts promise furiously,37659
37661,Customer#000037661,R6wDoRVx7PfvxsAnye,2,12-323-188-9471,3703.97,BUILDING,eodolites. carefully even requests above the blithel,37660
37662,Customer#000037662,IclgJJlTJ2mAddA9V6FLJJbX1qKlHzNqj1hNsq,7,17-388-492-6182,1559.57,MACHINERY,sly ironic courts haggle. slyly even requests mu,37661
37663,Customer#000037663,ZQpzOgjGnm,23,33-228-645-9926,7642.25,HOUSEHOLD,st. slyly even theodolites cajole fu,37662
37664,Customer#000037664,cDY78oM09zrqAEjudXvdGp,15,25-239-677-2215,5408.71,FURNITURE,ly according to the blithely ironic multipliers. unusu,37663
37665,Customer#000037665,pKZkErscD4FXU,24,34-913-598-9815,9249.09,AUTOMOBILE,dependencies integrate furiously about the carefully bold theodolites. final packages after the carefully iron,37664
37666,Customer#000037666,iy n3AD WyWgrhar4QeBBpri0t7spCVqBB,22,32-943-779-5391,6575.55,AUTOMOBILE,the furiously bold packages cajole quickly about the slyly,37665
37667,Customer#000037667,jevpRA8xmvAE,24,34-323-268-2282,7375.44,AUTOMOBILE,express theodolites wake slyly a,37666
37668,Customer#000037668,",p6XohvgRee1,zaVlnVK3eS78U,5R8Aw",2,12-521-209-1388,9102.56,MACHINERY,blithely ironic requests; slyly unusual instr,37667
37669,Customer#000037669,hc7L3M8 LfBlR,12,22-905-674-2048,7836.32,FURNITURE,endencies wake furiously final deposits. final requests wake furiously even asymptote,37668
37670,Customer#000037670,ub1Im uEg8B,13,23-466-729-4753,162.55,FURNITURE,g the furiously silent frets. enticingly regular foxes sleep furiously unusual theodolites? ruthlessly b,37669
37671,Customer#000037671,A3hxBeV461zanOH1Mi8ynL8TjeM,4,14-581-613-5863,1934.84,BUILDING,closely pending deposits are across the car,37670
37672,Customer#000037672,6MzYcENIWUzwdRLX rlHew0YKCrcfZarB98,2,12-257-445-5979,816.97,FURNITURE,sly special dolphins. quickly final deposits was doggedly across the blithely pending packages. pending depe,37671
37673,Customer#000037673,e7TO5RNGkVhSPTd Fr26Jp2KDkfKvoRT,19,29-292-970-7808,695.42,MACHINERY,out the final requests sleep blithely furiously ironic excuses. furiously s,37672
37674,Customer#000037674,O3hGQBIUcQ10P7f2vHDcRs7ViqcBVrxN04UAB,24,34-473-720-7546,3949.40,AUTOMOBILE,rns affix at the slyly ironic foxes. slyly even accounts are slyly among the quick,37673
37675,Customer#000037675,pX1AonTox ECS,22,32-416-298-7604,1578.74,HOUSEHOLD,"nusual requests affix unusual, unusual depos",37674
37676,Customer#000037676,"lDlrLz,edrRPgsL0M 6eldXwwd5f",7,17-360-926-1447,-96.64,AUTOMOBILE,ans impress quickly ironic asymptotes. carefully even foxes sleep accord,37675
37677,Customer#000037677,"Y r2q,Y1oPzjXHiqKKgo1",4,14-346-882-9367,1728.47,AUTOMOBILE,gle fluffily dogged foxes. theodolites cajole carefully bold,37676
37678,Customer#000037678,XXncCoV0By0QuUHxDIeGd4DM MR g Y4EZ,23,33-640-983-8590,8300.71,FURNITURE,yly even requests wake. furiously unu,37677
37679,Customer#000037679,uAdX95SBjzT372Nvaa,3,13-583-936-3889,6092.98,BUILDING,. furiously regular instructions nag blithely. even tithes along the ruthle,37678
37680,Customer#000037680,aIaZEVKnI4IJzSBTSX78ctM2wLTB9TaQ03zpm4,13,23-417-928-9540,3694.18,FURNITURE,s. carefully ironic pinto beans print,37679
37681,Customer#000037681,CdFO7v9qifY7KgG,23,33-323-219-2632,2063.67,HOUSEHOLD,as poach blithely ironic pinto beans-- fluffily express dolphins grow flu,37680
37682,Customer#000037682,91sG93OIaJYLQ00Bs6Cs RYdwsz0JO M,7,17-278-237-6475,-898.05,FURNITURE,"usly quick accounts. regular, special excuses along the always pending dinos wake slyly",37681
37683,Customer#000037683,pcPal4uugbf0CMjr8IU87RVVEZVmOK en8o,11,21-944-752-5428,7338.75,FURNITURE,press accounts mold slyly across the carefully regular re,37682
37684,Customer#000037684,"f1kO9Yqee2sa6IAP5sIAL UG,CTxsx6",16,26-417-551-8492,8475.01,BUILDING,across the blithely express requests. furiously final notornis boost above t,37683
37685,Customer#000037685,7i HKQafHwMwx31Kyx,7,17-502-349-2381,9471.33,AUTOMOBILE,slyly regularly final ideas. slyly regular pinto,37684
37686,Customer#000037686,9jDjhH0UWUomzTuHP7blYRrOrW2W,5,15-737-544-6819,1725.82,HOUSEHOLD,ss requests. regular warthogs nag blithely unu,37685
37687,Customer#000037687,Aab0zMW3P2200QQ3Q5jMG8IvczFZ5qhXjb,15,25-736-600-7573,7737.74,AUTOMOBILE,onic excuses haggle slyly. carefully,37686
37688,Customer#000037688,"OktrbWIXMnseZ,YZm1JFQ4PBrl",3,13-973-256-6068,4241.11,BUILDING,s haggle after the fluffily brave deposits. slyly,37687
37689,Customer#000037689,fL77qrAa54enAuDiIOASrYQIEs,22,32-386-401-1528,9258.65,BUILDING,ncies. carefully final requests snooze special dependencies. r,37688
37690,Customer#000037690,u1RJ2iHSHrwwcl KVE7VA,14,24-954-461-5324,2227.71,BUILDING,"to the unusual, final accounts. slyly pending foxes snooze. f",37689
37691,Customer#000037691,"h3mSlWeN,TimFwRwY0hWOkmjM",5,15-392-816-4377,6024.94,BUILDING,fily. packages according to the slyly even foxes sleep fluffily ironic instructions. furiously even accounts are,37690
37692,Customer#000037692,SlButpkOBeVbJJKG7RymSklNoMzlZ,13,23-576-689-1958,4241.85,MACHINERY,deposits. carefully bold sheaves wake furiously regular accounts. carefully,37691
37693,Customer#000037693,dlnHRyNZyXmP5n6S3MTp2fEra1ABExmG1iPo6tR,2,12-247-359-2937,-311.57,MACHINERY,n deposits sleep furiously furiously even dugouts-- t,37692
37694,Customer#000037694,aGshEuw81AXJ5xcExAD5guzmAN1qY5qV7Z,4,14-174-218-4185,8358.99,FURNITURE,sts. carefully silent accounts sleep against the carefully sly d,37693
37695,Customer#000037695,"UXdOCNCJkWUMgv09FpKhi,5WR3VFxoRoLa",7,17-975-104-4318,6597.20,MACHINERY,g against the regular ideas. furio,37694
37696,Customer#000037696,4tKNkOHSbptQjgXH7T8vqLE,15,25-443-960-3891,8253.51,FURNITURE,according to the slyly silent accounts. furiously bold re,37695
37697,Customer#000037697,bECI KfH58E9kBel5HQKEHFbXaWLU,0,10-258-760-6354,4819.98,BUILDING,ag furiously after the daringly special packages. final foxes nag blithely. furi,37696
37698,Customer#000037698,A oSgzcFl0JT2XSwCX,19,29-901-617-4667,3368.09,AUTOMOBILE,ideas cajole furiously slyly final requests.,37697
37699,Customer#000037699,tdmNBY6BBKfoEx0W8pU3,18,28-225-394-7101,-566.72,BUILDING,"ts. unusual, pending pinto beans haggle slyly carefully express t",37698
37700,Customer#000037700,tLn6u8aP8rgKdUCjxN6yg75Y h3N9 fHR,2,12-218-921-6124,-912.93,MACHINERY,requests detect? pending requests wake quickly. foxes hinder quickly. furiously ironic tithes across,37699
37701,Customer#000037701,on8Y4wBLvhOVa,18,28-107-268-7411,-741.94,BUILDING,nusual theodolites. deposits sleep fluffily after the requests. slyly bold packages wake fluffily alongside of th,37700
37702,Customer#000037702,uKsv RRPPZwsJ y9rYwqi8vy52SQszF,0,10-578-317-9882,2213.19,MACHINERY,ironic deposits sleep final platelets. slyly unusual patterns about the dependencies caj,37701
37703,Customer#000037703,XV5pFfRSxz,16,26-705-339-2413,3981.23,AUTOMOBILE,above the carefully express accounts. deposits are along the blithely final dinos. even packages boost careful,37702
37704,Customer#000037704,"H5Wrb,UgVhyICI",15,25-292-334-5709,8494.43,FURNITURE,"riously ironic gifts. even accounts sleep above the regular theodolites. final, silent sheaves haggle",37703
37705,Customer#000037705,r4nCd6C8rrkafNN5KsGB7me7smWc8Ip M,19,29-200-392-6679,5942.07,FURNITURE,"ly ironic foxes. final, even courts boost; slyly even waters",37704
37706,Customer#000037706,"qQUn4e1Pkxj1EDwf iHg6ZC,uEiwpmE",17,27-657-622-2852,8327.97,BUILDING,bold accounts. special theodolites haggle against the ex,37705
37707,Customer#000037707,"A8hnSQqzk,ViqxJwpq",1,11-583-838-9583,2268.85,FURNITURE,. slyly final hockey players haggle about the carefully regular dolp,37706
37708,Customer#000037708,wEqXPQW7VAuyIU2XRPA,11,21-460-603-3546,4574.19,MACHINERY,unusual platelets after the furiously fi,37707
37709,Customer#000037709,dh99G924xJkybFHxavWTke0QdYWFdqF,1,11-650-686-6000,8353.51,FURNITURE,"y regular requests haggle accounts. special, ironic ac",37708
37710,Customer#000037710,9qeJmPsM95Fv1p9 uunaVhF4rBa3W k6gXef6,24,34-902-486-4774,2518.03,AUTOMOBILE,ainst the quietly even dependencies are slyly against the carefully final th,37709
37711,Customer#000037711,"7J4JydPCpMGwWB,7TZl8N0YN41hmP",6,16-983-842-9827,1554.64,FURNITURE,lyly even pinto beans. blithely final deposits boost blithely busily even dependencies. final,37710
37712,Customer#000037712,XGmzTjFJqn76Ej1eQ4d90NO,19,29-613-704-7892,1814.24,FURNITURE,endencies are daringly. fluffily ir,37711
37713,Customer#000037713,Fr95NKiWKAOZOWc1nHfKXxda2Ik9C7sZn1,6,16-770-282-8628,8820.77,BUILDING,"lent, ironic deposits alongside of the final theodolites m",37712
37714,Customer#000037714,"Q34iaOx5DdsIF3qW2,4Ut",1,11-877-879-2873,1758.85,AUTOMOBILE,ross the ruthlessly unusual do,37713
37715,Customer#000037715,T1urrOaWFaGEeoeqQvK,11,21-466-252-2594,1958.04,MACHINERY,uests kindle carefully slyly regular packages. carefully express req,37714
37716,Customer#000037716,JuDzSJLqrJHoIgy,8,18-688-376-5245,5681.23,BUILDING,ns mold blithely. regular deposits sleep blithely about the furiously final d,37715
37717,Customer#000037717,GP2EIfvj QL6KU,5,15-847-104-3374,2460.78,AUTOMOBILE,"requests sleep after the ironic, final ideas. carefully regular deposits cajole. furiously regular",37716
37718,Customer#000037718,vOo8L2JQEFszaqhbGs9J5Mc9OGYGS,2,12-789-452-6509,7301.05,MACHINERY,sts. carefully even dependencies run. blithely regular requests at the furiously even deposits sleep slyly accor,37717
37719,Customer#000037719,SL94IohWvtzGc6G96YGDFQmUJx5 soF,11,21-494-492-9953,1769.85,BUILDING,blithely bold instructions. slyly reg,37718
37720,Customer#000037720,"3dpUx5hL9CM1iyNgfdH8,Y",11,21-709-285-1372,-108.11,AUTOMOBILE,"ly blithe requests. special deposits after the regular, regular pearls integrate pending, ironic foxes. sly",37719
37721,Customer#000037721,NkehWMcO8DVBsYu 5H,8,18-434-157-6996,6895.33,FURNITURE,s: slyly ironic deposits against the mu,37720
37722,Customer#000037722,wsSm0XkrVPxZkurb1HmU5yC1QfQzPWhFJICz s,8,18-237-969-4690,2892.43,MACHINERY,ic deposits boost requests. carefully silent requests mold furiously. decoys after the express inst,37721
37723,Customer#000037723,euUXaI1IoZP9oo9E6SJwyQI8Nin,14,24-990-513-9375,2119.95,AUTOMOBILE,urts sleep. blithely final ideas about the s,37722
37724,Customer#000037724,pO9l2JGk11QWyu25tbDzRh0oc0icMOCx8gWKW,14,24-919-773-5178,9958.73,HOUSEHOLD,permanently busy accounts nod quietly blithely silent instructions,37723
37725,Customer#000037725,acU13IlzhBFCnnbknGWA,9,19-562-597-7533,9377.79,AUTOMOBILE,tes. carefully final ideas outside the slyly silent deposits use fluffy deposits.,37724
37726,Customer#000037726,"AF, 8RD4bGci1KDiqcVj",20,30-786-826-2638,2605.92,AUTOMOBILE,"ccording to the express, pending deposits. finally",37725
37727,Customer#000037727,dk0JszpTkQ8tVBZ2tR0t9IZraBDZ,22,32-776-429-6882,4744.31,MACHINERY,ic asymptotes. quickly ironic accounts along the carefully regular theodolites haggle silen,37726
37728,Customer#000037728,"v4AtuNwUMEUXeRJgRlg yCmp,",19,29-235-548-6240,7602.56,MACHINERY,equests are. even asymptotes a,37727
37729,Customer#000037729,THM1qfoZy85maGo4CDEJRCECSJ4uzdz CJ,6,16-504-164-7114,9257.56,HOUSEHOLD,"ecial deposits cajole furiously regular epitaphs. pending, final accounts cajol",37728
37730,Customer#000037730,"FA0eFWbwX4wRmDHuy,8qkzMAKePISD5p",6,16-598-100-8733,5932.02,AUTOMOBILE,deas haggle quickly. ironic ideas thrash blithely: quickly bold dolphins wake bl,37729
37731,Customer#000037731,E5OdjPNazcQ8yCCi WQZ,6,16-243-272-8174,4400.68,MACHINERY,-- blithely ironic accounts boost furiously. carefully quick theodolites above the quickly express foxes,37730
37732,Customer#000037732,bQpickJmYPfHpqs9eJgpIa0qRLrVx,13,23-811-506-1837,7191.36,BUILDING,"s wake slyly. unusual forges are fluffily quickly silent packages. even, sil",37731
37733,Customer#000037733,mUTJHUoqvdPQVaP8f,6,16-196-362-6765,6192.33,HOUSEHOLD,ully-- quickly regular theodolites are. slyly pending theodolit,37732
37734,Customer#000037734,"ncSLmrndJUiz,SlgN6izy9OOC6ebYjjK",2,12-982-662-7293,1453.63,BUILDING,. express frays sleep furiously final instructions. blithely final dolphins detect slyly reg,37733
37735,Customer#000037735,G4A6POvIMGBwTybzKQAQGSm4 V3QhP0pi5RnSww,8,18-562-292-6749,9145.24,AUTOMOBILE,pinto beans nag furiously. ruthlessly final forges sleep about the furiously careful foxes. even ideas according to,37734
37736,Customer#000037736,"stzxISV4C6NbWX,5PgqoyToQo4lypHfA",7,17-999-343-3494,-851.72,MACHINERY,"? quickly regular accounts about the unusual, pending dependencies sleep regularl",37735
37737,Customer#000037737,vNYAalYi5Tg2AQRY MgLUJub542FO9hU1zs,0,10-677-214-5062,5129.08,AUTOMOBILE,integrate according to the slyly bold deposits. theodolites use final epitaphs. regular dolphin,37736
37738,Customer#000037738,IYnUnRu94sc,14,24-217-165-4429,6518.75,HOUSEHOLD,sauternes hang furiously! slyly regular requests ha,37737
37739,Customer#000037739,"lcdKcWKyMnGtnsCoyNlbjGza40R,uKm9Z",2,12-829-812-4535,9719.82,FURNITURE,to the ideas! blithely regular theodolites must wake blithely. slyly careful excuses sleep si,37738
37740,Customer#000037740,ADK5aYt7wFMe89o6ksg59WuWwLTWQ fa,5,15-249-497-4786,9047.51,MACHINERY,"tructions. slyly regular ideas cajole furiously special deposits. special, bold",37739
37741,Customer#000037741,Sp4smgAx8AElXFxu0k,21,31-864-298-5055,6643.91,BUILDING,unts. quickly final instructions across the daringly ironic platelets boo,37740
37742,Customer#000037742,adX2Y3SygfydyN16sdRYXza3CoJyaL900A,6,16-920-584-7855,1185.51,MACHINERY,detect ironically pending foxes. quickly unusual deposits boost! boldly bold dependencies haggle carefully expres,37741
37743,Customer#000037743,"iOKasaK0faOXtaH596,LgxUA9819 ,,q6XGfInV",22,32-981-200-9026,1827.59,BUILDING,osits cajole furiously among the foxes. quickly pending accounts are blithely blithely final accounts.,37742
37744,Customer#000037744,jZZb7JSl6sp7qp5I,3,13-462-297-8893,2337.12,FURNITURE,inal requests cajole sometimes.,37743
37745,Customer#000037745,"lSQ,BdQhq7QPD06lj7xhsgz4fH4L6",3,13-195-401-5538,7859.51,BUILDING,"carefully special pinto beans doze carefully blithely express ideas. fluffy, regular platelets",37744
37746,Customer#000037746,UiiNU0Fuy4IDzw,10,20-303-681-2212,4755.12,HOUSEHOLD,"nal asymptotes. blithely slow asymptotes alongside of the even requests cajole furiously bold, unusual p",37745
37747,Customer#000037747,"DBeMabA,M5hPTKbb",17,27-737-653-3871,2234.34,AUTOMOBILE,he slyly bold accounts. slyly special theodolites above the fur,37746
37748,Customer#000037748,xDyKe4dXKBlu7GS,2,12-588-847-8240,7574.25,BUILDING,the furiously silent packages haggle about the quickly ironic packages. quickly regular requests nag fluffily,37747
37749,Customer#000037749,5j nSmPdYdLm,2,12-203-728-1647,6388.55,AUTOMOBILE,ironic excuses are alongside of the quickly,37748
37750,Customer#000037750,aFxrWJu5 UQP5r,15,25-435-698-3263,-609.48,AUTOMOBILE,lyly packages. accounts are. slyly express instructions against the express packages wake quickly acros,37749
37751,Customer#000037751,adU epkFFVjBgf,22,32-620-574-9716,6358.50,HOUSEHOLD,e enticingly even deposits use regular deposits. blithely ironic pinto beans cajole furiousl,37750
37752,Customer#000037752,sJXR6R5558TM,7,17-619-214-8953,294.18,HOUSEHOLD,the even deposits integrate fluffily up the regu,37751
37753,Customer#000037753,cGLaHDOsPYV8UT,14,24-508-594-5197,3287.92,BUILDING,deposits. bold accounts cajole slyly. packages ar,37752
37754,Customer#000037754,9kDqLxC0hx4,23,33-881-254-2089,5111.24,MACHINERY,ss ideas print carefully blithely ironic deposits. express deposits are ironically blithely bo,37753
37755,Customer#000037755,QTBgYotjkk1L52wKh1P4VgkW,10,20-252-977-7841,3608.53,HOUSEHOLD,riously. blithely ironic instructions around the carefully regular requests wil,37754
37756,Customer#000037756,zxRAS5tzhQ3RDQkiQ7Uh,9,19-518-572-9432,3540.04,AUTOMOBILE,ly special foxes. blithely regular theodolites a,37755
37757,Customer#000037757,xYj3G9VZJNZNjagElHk3w5A7KTO6sKRhu0Z,16,26-950-914-2480,7410.45,FURNITURE,"regular, sly packages doze furiously. quickly final accounts among",37756
37758,Customer#000037758,zYCXzvQgy5E 9OD,10,20-461-213-8379,3436.54,MACHINERY,ents nag carefully regular instructions. slyly ironic accou,37757
37759,Customer#000037759,wSTisgGQj YYKPlm4OwfX9T2Jr3SDQd,23,33-611-722-8819,5919.60,FURNITURE,lent pinto beans. slyly final accounts cajole furiously fluffily special,37758
37760,Customer#000037760,OXicqxCq4jXJYEHAzJi0R6,16,26-225-328-1407,4707.09,HOUSEHOLD,e carefully furiously final deposits. quickly pending packages wake blithely blithely regular packages. reques,37759
37761,Customer#000037761,UUZgTTnkSOX,20,30-782-656-9073,9062.35,HOUSEHOLD,"inments haggle blithely. ironically bold courts cajole evenly enticing, final instruc",37760
37762,Customer#000037762,0cpaLxOtsUne1nyeYw2bASDs1elpL7,9,19-961-669-5546,3054.05,FURNITURE,ans. requests use slyly furiously even deposits. quickly pending i,37761
37763,Customer#000037763,"o357WB9U,,aq6UzsZY1DBRkVsTE9",2,12-518-265-4826,1421.19,MACHINERY,e carefully pending instructions cajole according to the ideas. blithely pending dolphins beneath the deposits,37762
37764,Customer#000037764,"dODYP,0sABYD3wM8aQrpMGP rQ2e7z2M7UXRYsBX",16,26-309-767-4632,2809.30,BUILDING,"lly regular accounts sleep fluffily. quickly silent deposits haggle carefully. even,",37763
37765,Customer#000037765,"reE,MKS9z0bi7QfAwMb5",12,22-613-929-1801,1883.84,FURNITURE,quickly special requests wake. blithely ironic realms sleep. furiously silent packages are.,37764
37766,Customer#000037766,"unTlSeNo5jpuFKGoagWML7kh,Mc,VrzaJ",1,11-509-813-5292,1691.05,MACHINERY,uriously express accounts cajole slyly across the furiously even,37765
37767,Customer#000037767,"wUDR1I,fJOXAvFR7pxehkt7zXP wWE7zw",13,23-672-729-5841,6464.12,MACHINERY,he final packages. ironic packages use across the furiousl,37766
37768,Customer#000037768,v4xMG6XtzoKVebaeuwVbG3,7,17-875-358-3668,4488.47,HOUSEHOLD,packages are furiously ironic ideas. even requests wake blithely slyly even theo,37767
37769,Customer#000037769,9Fjc3K tZkoqo8vd,14,24-533-491-1538,8777.69,FURNITURE,"s. even, silent requests haggle slyly after the regular",37768
37770,Customer#000037770,MkwncDyEELUm3s9OyJQAr9Oh0rbGe2Kw2,13,23-785-784-2696,3623.23,FURNITURE,ep furiously regular asymptotes? fluffily bold r,37769
37771,Customer#000037771,sotxk 4UFu 5sMh7i,17,27-316-694-9050,8561.69,BUILDING,ole. blithely even accounts sleep above the quickly regular deposits. blithely even the,37770
37772,Customer#000037772,"kuZUcoI85dSd0N,MyQm aUW6EQZ",16,26-114-610-6641,3417.79,MACHINERY,even instructions. slyly unusual requests according to the quic,37771
37773,Customer#000037773,"Ti8,qUwhrTV5ik2w09rse7vqrbvt",24,34-949-338-9339,9763.59,AUTOMOBILE,yly unusual excuses about the furiously silent requests dazzle ironic theodoli,37772
